Unnamed: 0,text,labels,journal,auteurs,date,titre,annee,nbmots,auteurs2,decennie
6535,"Content protected by copyright, removed from the public repo","[[0, 133, 'Politics'], [134, 296, 'Politics'], [297, 366, 'Politics'], [367, 388, 'Policy'], [389, 500, 'Other'], [503, 938, 'Policy'], [939, 1051, 'Politics'], [1052, 1069, 'Other'], [1070, 1099, 'Other'], [1100, 1184, 'Other'], [1186, 1368, 'Other'], [1369, 1506, 'Policy'], [1507, 1555, 'Other'], [1556, 1583, 'Other'], [1584, 1887, 'Politics'], [1890, 1992, 'Policy'], [1993, 2079, 'Politics'], [2080, 2289, 'Policy'], [2290, 2414, 'Policy'], [2415, 2530, 'Policy'], [2531, 2756, 'Politics'], [2759, 2871, 'Politics'], [2872, 3004, 'Politics'], [3005, 3088, 'Politics'], [3089, 3242, 'Politics'], [3243, 3328, 'Politics'], [3329, 3611, 'Policy'], [3614, 3702, 'Policy'], [3703, 3769, 'Policy'], [3770, 3781, 'Other'], [3782, 3824, 'Politics'], [3825, 4154, 'Politics'], [4155, 4419, 'Policy'], [4420, 4920, 'Politics'], [4921, 5046, 'Other'], [5047, 5168, 'Policy']]", Le Monde   ,RÉMY ROURE,  samedi 15 novembre 1947 619 mots ,""" COULEUR DU TEMPS """,1947,619,remy roure,40
6571,"Content protected by copyright, removed from the public repo","[[0, 295, 'Policy'], [296, 351, 'Politics'], [352, 408, 'Other'], [409, 652, 'Policy'], [653, 869, 'Policy'], [871, 951, 'Politics'], [952, 1315, 'Policy'], [1316, 1416, 'Politics'], [1417, 1589, 'Policy'], [1590, 1715, 'Policy'], [1718, 1902, 'Policy'], [1903, 1944, 'Other'], [1945, 1986, 'Other'], [1987, 2027, 'Other'], [2028, 2208, 'Other'], [2209, 2240, 'Other'], [2241, 2387, 'Policy'], [2388, 2490, 'Policy'], [2491, 2597, 'Policy'], [2600, 2665, 'Politics'], [2666, 2745, 'Policy'], [2746, 2933, 'Policy'], [2934, 2979, 'Other'], [2980, 3087, 'Other'], [3088, 3194, 'Policy'], [3195, 3324, 'Policy'], [3325, 3544, 'Other'], [3545, 3683, 'Other'], [3684, 3731, 'Other'], [3732, 3813, 'Policy'], [3816, 3962, 'Policy'], [3963, 4015, 'Policy'], [4016, 4131, 'Policy'], [4132, 4289, 'Policy'], [4290, 4333, 'Other'], [4334, 4464, 'Policy']]", Le Monde   ,Rémy ROURE.,  vendredi 11 novembre 1949 530 mots ,LES MORTS VIVANTS,1949,530,remy roure,40
6607,"Content protected by copyright, removed from the public repo","[[0, 448, 'Policy'], [449, 593, 'Policy'], [596, 814, 'Other'], [815, 875, 'Politics'], [876, 1136, 'Policy'], [1137, 1334, 'Policy'], [1336, 1448, 'Policy'], [1449, 1668, 'Policy'], [1669, 1911, 'Policy'], [1912, 1997, 'Policy'], [1998, 2166, 'Policy'], [2167, 2418, 'Policy'], [2421, 2700, 'Policy'], [2701, 2756, 'Other'], [2757, 2883, 'Politics'], [2884, 3027, 'Policy'], [3028, 3301, 'Policy'], [3302, 3420, 'Policy'], [3421, 3588, 'Policy'], [3591, 3769, 'Politics'], [3770, 4042, 'Policy']]", Le Monde   ,Rémy ROURE.,  vendredi 27 février 1948 485 mots ,LE RÈGNE DES LOIS,1948,485,remy roure,40
6628,"Content protected by copyright, removed from the public repo","[[0, 245, 'Policy'], [246, 340, 'Policy'], [341, 386, 'Other'], [387, 457, 'Policy'], [458, 546, 'Policy'], [547, 588, 'Other'], [589, 986, 'Policy'], [988, 1219, 'Policy'], [1220, 1294, 'Policy'], [1295, 1483, 'Policy'], [1484, 1606, 'Politics'], [1607, 1627, 'Other'], [1628, 1730, 'Politics'], [1731, 1761, 'Politics'], [1762, 1987, 'Politics'], [1988, 2129, 'Politics'], [2132, 2216, 'Politics'], [2217, 2351, 'Policy'], [2352, 2530, 'Politics'], [2533, 2732, 'Politics'], [2733, 3067, 'Politics'], [3068, 3170, 'Policy'], [3171, 3416, 'Politics'], [3417, 3671, 'Politics'], [3672, 3746, 'Other'], [3749, 3855, 'Policy'], [3856, 4015, 'Politics'], [4016, 4130, 'Politics'], [4131, 4239, 'Politics'], [4240, 4393, 'Politics'], [4394, 4440, 'Policy'], [4441, 4517, 'Other']]", Le Monde   ,Rémy ROURE.,  vendredi 9 janvier 1948 532 mots ,LÉGITIMITÉS,1948,532,remy roure,40
6660,"Content protected by copyright, removed from the public repo","[[0, 213, 'Policy'], [214, 341, 'Politics'], [344, 497, 'Policy'], [498, 629, 'Politics'], [630, 659, 'Other'], [660, 857, 'Politics'], [858, 897, 'Other'], [899, 956, 'Other'], [957, 1004, 'Policy'], [1005, 1139, 'Policy'], [1140, 1188, 'Politics'], [1189, 1346, 'Policy'], [1347, 1631, 'Policy'], [1632, 1778, 'Policy'], [1779, 1874, 'Politics'], [1875, 1911, 'Other'], [1912, 1942, 'Other'], [1945, 2031, 'Policy'], [2032, 2082, 'Other'], [2083, 2204, 'Policy'], [2205, 2633, 'Policy'], [2634, 2689, 'Politics'], [2690, 2869, 'Politics'], [2870, 3018, 'Policy'], [3019, 3051, 'Other'], [3052, 3108, 'Politics'], [3111, 3185, 'Politics'], [3186, 3238, 'Policy']]", Le Monde   ,Rémy Roure,  mercredi 25 juillet 1945 400 mots ,LE PROCÈS,1945,400,remy roure,40
6688,"Content protected by copyright, removed from the public repo","[[0, 208, 'Policy'], [209, 342, 'Policy'], [343, 466, 'Politics'], [467, 588, 'Policy'], [589, 688, 'Policy'], [689, 737, 'Other'], [738, 976, 'Policy'], [977, 1098, 'Policy'], [1099, 1407, 'Politics'], [1409, 1527, 'Politics'], [1528, 1679, 'Policy'], [1680, 1801, 'Politics'], [1802, 1967, 'Politics'], [1968, 2111, 'Policy'], [2112, 2165, 'Other'], [2166, 2193, 'Other'], [2194, 2224, 'Other'], [2225, 2328, 'Policy'], [2329, 2518, 'Policy'], [2519, 2576, 'Politics'], [2577, 2606, 'Other'], [2609, 2768, 'Politics'], [2769, 2955, 'Policy'], [2956, 2982, 'Other']]", Le Monde   ,Rémy ROURE.,  jeudi 12 août 1948 359 mots ,LA MACHINE QUI GRINCE,1948,359,remy roure,40
6712,"Content protected by copyright, removed from the public repo","[[0, 291, 'Policy'], [292, 315, 'Other'], [316, 381, 'Other'], [384, 550, 'Policy'], [552, 819, 'Policy'], [820, 1048, 'Politics'], [1049, 1135, 'Politics'], [1136, 1185, 'Politics'], [1186, 1502, 'Policy'], [1503, 1564, 'Politics'], [1565, 1671, 'Politics'], [1672, 1858, 'Politics'], [1859, 1873, 'Other'], [1874, 2082, 'Policy'], [2085, 2195, 'Policy'], [2196, 2282, 'Policy'], [2283, 2390, 'Policy'], [2391, 2506, 'Politics'], [2507, 2611, 'Policy'], [2614, 2860, 'Politics'], [2861, 3078, 'Policy'], [3079, 3385, 'Policy'], [3386, 3510, 'Policy'], [3511, 3669, 'Policy'], [3670, 3754, 'Politics'], [3755, 3848, 'Politics'], [3849, 3902, 'Politics'], [3903, 3936, 'Other'], [3937, 4073, 'Policy'], [4076, 4178, 'Politics'], [4179, 4314, 'Politics'], [4315, 4383, 'Politics'], [4384, 4528, 'Policy'], [4529, 4639, 'Politics']]", Le Monde   ,RÉMY ROURE.,  mardi 21 janvier 1947 522 mots ,LA MONTRE QUI RETARDE,1947,522,remy roure,40
6746,"Content protected by copyright, removed from the public repo","[[0, 75, 'Policy'], [76, 226, 'Policy'], [227, 289, 'Politics'], [290, 681, 'Policy'], [683, 878, 'Policy'], [879, 1162, 'Policy'], [1163, 1463, 'Policy'], [1466, 1555, 'Policy'], [1556, 1679, 'Policy'], [1680, 1850, 'Other'], [1851, 1984, 'Policy'], [1985, 2215, 'Other'], [2216, 2429, 'Policy'], [2430, 2693, 'Other'], [2694, 2697, 'Other'], [2698, 2839, 'Policy'], [2840, 3129, 'Policy'], [3130, 3421, 'Policy'], [3422, 3665, 'Policy'], [3666, 3811, 'Policy'], [3812, 3944, 'Policy'], [3945, 4006, 'Other'], [4007, 4058, 'Policy'], [4061, 4122, 'Policy'], [4123, 4297, 'Policy'], [4298, 4347, 'Policy']]", Le Monde   ,Rémy Roure.,  vendredi 20 décembre 1946 520 mots ,LA QUESTION EST POSÉE,1946,520,remy roure,40
6772,"Content protected by copyright, removed from the public repo","[[0, 219, 'Policy'], [220, 344, 'Policy'], [345, 407, 'Politics'], [408, 445, 'Other'], [446, 520, 'Politics'], [521, 563, 'Other'], [566, 695, 'Policy'], [696, 758, 'Policy'], [759, 877, 'Politics'], [878, 977, 'Policy'], [978, 1009, 'Other'], [1010, 1064, 'Other'], [1065, 1162, 'Policy'], [1163, 1166, 'Politics'], [1167, 1293, 'Policy'], [1294, 1517, 'Politics'], [1518, 1650, 'Politics'], [1651, 1682, 'Policy'], [1683, 1757, 'Other'], [1758, 1955, 'Politics'], [1956, 1989, 'Other'], [1990, 2102, 'Politics'], [2103, 2292, 'Politics'], [2295, 2450, 'Policy'], [2451, 2563, 'Politics'], [2564, 2607, 'Politics'], [2608, 2667, 'Politics'], [2668, 2877, 'Policy'], [2878, 2959, 'Politics'], [2960, 3074, 'Politics'], [3077, 3160, 'Policy'], [3161, 3227, 'Other'], [3228, 3260, 'Other'], [3261, 3385, 'Policy'], [3386, 3491, 'Politics'], [3492, 3575, 'Politics'], [3578, 3677, 'Policy'], [3678, 3757, 'Politics'], [3758, 3844, 'Politics'], [3845, 3931, 'Politics'], [3934, 3963, 'Other'], [3964, 4309, 'Policy']]", Le Monde   ,JACQUES FAUVET,  vendredi 5 mars 1948 510 mots ,De nouvelles difficultés politiques peuvent naître à l'occasion des cérémonies de Compiègne,1948,510,jacques fauvet,40
6814,"Content protected by copyright, removed from the public repo","[[0, 233, 'Policy'], [236, 701, 'Policy'], [702, 765, 'Other'], [766, 957, 'Policy'], [960, 1041, 'Other'], [1042, 1736, 'Policy'], [1737, 2044, 'Policy'], [2047, 2093, 'Other'], [2094, 2351, 'Other'], [2354, 2417, 'Other'], [2418, 2856, 'Policy'], [2859, 2938, 'Other'], [2939, 3210, 'Other'], [3211, 3333, 'Policy'], [3334, 3380, 'Other'], [3381, 3494, 'Politics'], [3495, 3691, 'Policy'], [3692, 3821, 'Other'], [3824, 3829, 'Other'], [3830, 4019, 'Policy'], [4020, 4160, 'Politics'], [4161, 4459, 'Policy'], [4462, 4850, 'Policy'], [4853, 4869, 'Other'], [4870, 5043, 'Other'], [5044, 5209, 'Other'], [5210, 5401, 'Other'], [5402, 5454, 'Other'], [5455, 5522, 'Politics'], [5523, 5655, 'Other'], [5656, 5696, 'Other'], [5699, 6071, 'Policy']]", Le Monde   ,RAYMOND MILLET.,  lundi 16 juillet 1945 732 mots ,14 JUILLET CLANDESTINS,1945,732,raymond millet,40
6846,"Content protected by copyright, removed from the public repo","[[0, 407, 'Policy'], [410, 496, 'Policy'], [497, 563, 'Policy'], [564, 702, 'Policy'], [703, 852, 'Policy'], [853, 1066, 'Policy'], [1068, 1374, 'Policy'], [1377, 1805, 'Policy'], [1806, 1965, 'Policy'], [1966, 2131, 'Policy'], [2134, 2270, 'Policy'], [2271, 2395, 'Policy'], [2396, 2886, 'Policy'], [2887, 3134, 'Policy'], [3135, 3382, 'Policy'], [3383, 3532, 'Policy'], [3533, 3686, 'Other'], [3687, 3837, 'Policy'], [3840, 3978, 'Policy']]", Le Monde   ,RÉMY ROURE.,  lundi 1 avril 1946 476 mots ,MISE AU POINT,1946,476,remy roure,40
6865,"Content protected by copyright, removed from the public repo","[[0, 202, 'Other'], [203, 246, 'Other'], [247, 343, 'Other'], [346, 477, 'Other'], [478, 629, 'Politics'], [630, 829, 'Other'], [830, 880, 'Other'], [881, 941, 'Politics'], [942, 1099, 'Policy'], [1101, 1317, 'Policy'], [1318, 1564, 'Policy'], [1567, 1733, 'Policy'], [1734, 2313, 'Policy'], [2314, 2412, 'Politics']]", Le Monde   ,RÉMY ROURE.,  lundi 4 février 1946 275 mots ,Comment rajeunir la Constitution de 1875,1946,275,remy roure,40
6879,"Content protected by copyright, removed from the public repo","[[0, 127, 'Policy'], [128, 393, 'Policy'], [394, 410, 'Other'], [411, 589, 'Policy'], [590, 793, 'Politics'], [794, 846, 'Politics'], [847, 917, 'Policy'], [919, 989, 'Politics'], [990, 1057, 'Policy'], [1058, 1325, 'Policy'], [1326, 1368, 'Other'], [1371, 1503, 'Politics'], [1504, 1524, 'Other'], [1525, 1670, 'Politics'], [1671, 1864, 'Politics'], [1865, 1926, 'Policy'], [1927, 2069, 'Politics'], [2070, 2275, 'Policy'], [2278, 2465, 'Policy'], [2468, 2602, 'Politics'], [2603, 2790, 'Politics'], [2791, 2818, 'Politics'], [2819, 2824, 'Other'], [2825, 2837, 'Other']]", Le Monde   ,Rémy ROURE.,  samedi 12 juin 1948 332 mots ,L'ÉTRANGE OPPOSITION,1948,332,remy roure,40
6903,"Content protected by copyright, removed from the public repo","[[0, 147, 'Policy'], [148, 213, 'Other'], [214, 384, 'Policy'], [385, 455, 'Politics'], [456, 557, 'Politics'], [560, 787, 'Policy'], [788, 1370, 'Policy'], [1371, 1402, 'Policy'], [1403, 1581, 'Politics'], [1582, 1750, 'Policy'], [1751, 1824, 'Policy'], [1825, 1893, 'Politics'], [1895, 2011, 'Policy'], [2012, 2127, 'Politics'], [2128, 2354, 'Other'], [2355, 2504, 'Politics'], [2505, 2545, 'Other'], [2546, 2614, 'Policy'], [2615, 2715, 'Policy'], [2716, 2763, 'Other'], [2764, 2957, 'Policy'], [2960, 3050, 'Politics'], [3051, 3133, 'Politics'], [3134, 3237, 'Politics'], [3238, 3604, 'Policy']]", Le Monde   ,RÉMY ROURE.,  samedi 18 octobre 1947 420 mots ,LE DESPOTISME,1947,420,remy roure,40
6928,"Content protected by copyright, removed from the public repo","[[0, 227, 'Policy'], [228, 466, 'Policy'], [467, 534, 'Politics'], [535, 576, 'Policy'], [579, 754, 'Policy'], [755, 916, 'Policy'], [917, 966, 'Other'], [967, 1060, 'Policy'], [1061, 1239, 'Policy'], [1241, 1264, 'Policy'], [1265, 1368, 'Policy'], [1369, 1522, 'Policy'], [1523, 1660, 'Policy'], [1661, 1838, 'Policy'], [1841, 2047, 'Policy'], [2048, 2118, 'Policy'], [2119, 2278, 'Policy'], [2279, 2652, 'Policy'], [2653, 2680, 'Other'], [2681, 2792, 'Policy'], [2795, 2855, 'Policy'], [2856, 2900, 'Politics'], [2901, 2935, 'Other'], [2936, 3012, 'Policy'], [3013, 3041, 'Other'], [3042, 3103, 'Policy'], [3104, 3368, 'Policy']]", Le Monde   ,Rémy ROURE.,  jeudi 16 juin 1949 409 mots ,Les lois absentes,1949,409,remy roure,40
6955,"Content protected by copyright, removed from the public repo","[[0, 128, 'Policy'], [129, 199, 'Other'], [200, 355, 'Policy'], [356, 510, 'Policy'], [511, 631, 'Policy'], [632, 878, 'Policy'], [880, 928, 'Policy'], [929, 1012, 'Policy'], [1013, 1054, 'Policy'], [1055, 1111, 'Policy'], [1112, 1158, 'Policy'], [1159, 1177, 'Other'], [1178, 1262, 'Policy'], [1263, 1296, 'Other'], [1297, 1367, 'Policy'], [1368, 1456, 'Politics'], [1457, 1536, 'Policy'], [1537, 1629, 'Policy'], [1632, 1677, 'Other'], [1678, 1717, 'Policy'], [1718, 1812, 'Politics'], [1815, 1856, 'Other'], [1857, 2200, 'Policy'], [2201, 2370, 'Politics'], [2371, 2413, 'Politics'], [2414, 2452, 'Politics'], [2453, 2614, 'Policy'], [2617, 2659, 'Policy'], [2660, 2810, 'Policy'], [2811, 2906, 'Policy'], [2907, 3037, 'Policy'], [3038, 3145, 'Policy'], [3146, 3312, 'Policy'], [3313, 3433, 'Policy'], [3434, 3734, 'Policy'], [3737, 3837, 'Policy'], [3838, 3906, 'Policy'], [3907, 3996, 'Politics'], [3997, 4132, 'Policy'], [4133, 4308, 'Politics'], [4311, 4454, 'Politics'], [4455, 4515, 'Other'], [4516, 4706, 'Policy']]", Le Monde   ,RÉMY ROURE.,  jeudi 1 août 1946 566 mots ,L'ÉTAT DÉSINTÉGRÉ,1946,566,remy roure,40
6998,"Content protected by copyright, removed from the public repo","[[0, 165, 'Policy'], [166, 348, 'Politics'], [349, 586, 'Policy'], [587, 776, 'Politics'], [779, 1038, 'Policy'], [1039, 1176, 'Politics'], [1177, 1357, 'Policy'], [1359, 1394, 'Other'], [1395, 2030, 'Policy'], [2031, 2342, 'Politics'], [2343, 2436, 'Policy'], [2439, 2511, 'Policy'], [2512, 2798, 'Policy'], [2799, 3156, 'Policy'], [3159, 3524, 'Policy'], [3525, 3553, 'Policy'], [3554, 3591, 'Other'], [3592, 4177, 'Policy'], [4180, 4349, 'Politics'], [4350, 4502, 'Policy'], [4503, 4655, 'Politics']]", Le Monde   ,RÉMY ROURE,  mardi 18 juin 1946 541 mots ,L'État et les partis,1946,541,remy roure,40
7019,"Content protected by copyright, removed from the public repo","[[0, 125, 'Policy'], [126, 477, 'Policy'], [478, 576, 'Politics'], [579, 630, 'Policy'], [631, 737, 'Policy'], [738, 784, 'Other'], [785, 930, 'Policy'], [931, 992, 'Policy'], [993, 1090, 'Policy'], [1091, 1292, 'Politics'], [1293, 1352, 'Policy'], [1354, 1441, 'Other'], [1444, 1488, 'Policy'], [1489, 1675, 'Policy'], [1676, 1742, 'Policy'], [1743, 1870, 'Policy'], [1871, 1902, 'Politics'], [1903, 1963, 'Politics'], [1964, 2011, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mardi 14 août 1945 244 mots ,Le voyage du général de Gaulle dans le Nord,1945,244,remy roure,40
7038,"Content protected by copyright, removed from the public repo","[[0, 170, 'Policy'], [171, 211, 'Policy'], [212, 372, 'Politics'], [373, 507, 'Politics'], [510, 659, 'Policy'], [660, 885, 'Policy'], [886, 900, 'Other'], [901, 919, 'Other'], [920, 1176, 'Policy'], [1177, 1285, 'Politics'], [1287, 1564, 'Policy'], [1565, 1797, 'Policy'], [1798, 1895, 'Policy'], [1896, 2170, 'Policy'], [2173, 2293, 'Policy'], [2294, 2349, 'Other'], [2350, 2572, 'Policy'], [2573, 2674, 'Politics'], [2675, 2906, 'Policy'], [2907, 3012, 'Other']]", Le Monde   ,Rémy ROURE.,  samedi 17 janvier 1948 348 mots ,AU-DESSUS DES PASSIONS,1948,348,remy roure,40
7058,"Content protected by copyright, removed from the public repo","[[0, 153, 'Policy'], [154, 303, 'Politics'], [304, 409, 'Policy'], [410, 456, 'Policy'], [457, 666, 'Policy'], [669, 1145, 'Policy'], [1147, 1193, 'Politics'], [1194, 1279, 'Policy'], [1280, 1397, 'Politics'], [1398, 1410, 'Other'], [1413, 1434, 'Other'], [1435, 1535, 'Policy'], [1536, 1598, 'Politics'], [1599, 1731, 'Politics'], [1732, 1814, 'Policy'], [1815, 1922, 'Policy'], [1923, 1970, 'Policy'], [1971, 2093, 'Policy'], [2096, 2192, 'Politics'], [2193, 2255, 'Other'], [2256, 2320, 'Politics'], [2321, 2560, 'Politics'], [2563, 2654, 'Policy']]", Le Monde   ,Jacques FAUVET.,  lundi 14 mars 1949 312 mots ,L'Italie nationale se prononcera mardi sur la motion de censure déposée contre Se gouvernement par M. Capitant,1949,312,jacques fauvet,40
7081,"Content protected by copyright, removed from the public repo","[[0, 192, 'Policy'], [193, 259, 'Politics'], [260, 388, 'Politics'], [389, 620, 'Policy'], [621, 683, 'Other'], [684, 779, 'Other'], [780, 807, 'Other'], [808, 981, 'Policy'], [982, 1076, 'Policy'], [1078, 1187, 'Politics'], [1188, 1317, 'Policy'], [1318, 1450, 'Politics'], [1451, 1638, 'Policy'], [1641, 1796, 'Politics'], [1797, 1896, 'Politics'], [1897, 2317, 'Policy'], [2318, 2596, 'Policy'], [2597, 2779, 'Policy'], [2780, 2849, 'Politics'], [2850, 2962, 'Politics'], [2963, 3029, 'Policy'], [3030, 3142, 'Politics'], [3145, 3295, 'Politics'], [3296, 3329, 'Other'], [3330, 3361, 'Politics'], [3362, 3443, 'Politics'], [3444, 3606, 'Politics'], [3607, 3684, 'Policy'], [3687, 4171, 'Policy'], [4172, 4228, 'Policy'], [4231, 4280, 'Policy'], [4281, 4481, 'Policy'], [4482, 4835, 'Policy'], [4836, 4874, 'Politics'], [4875, 5013, 'Policy'], [5014, 5108, 'Politics'], [5109, 5147, 'Politics'], [5148, 5271, 'Politics'], [5272, 5366, 'Policy'], [5367, 5470, 'Policy'], [5471, 5486, 'Other'], [5487, 5556, 'Politics'], [5557, 5672, 'Policy'], [5673, 5679, 'Other']]", Le Monde   ,RÉMY ROURE.,  mardi 20 août 1946 664 mots ,ÉTABLIR L'ÉTAT,1946,664,remy roure,40
7125,"Content protected by copyright, removed from the public repo","[[0, 193, 'Policy'], [194, 387, 'Policy'], [388, 473, 'Policy'], [474, 525, 'Politics'], [526, 706, 'Policy'], [709, 1008, 'Policy'], [1009, 1199, 'Policy'], [1200, 1486, 'Policy'], [1487, 1586, 'Politics'], [1587, 2121, 'Policy'], [2123, 2147, 'Other'], [2148, 2201, 'Other'], [2202, 2492, 'Policy'], [2493, 2597, 'Politics'], [2598, 2656, 'Other'], [2657, 2893, 'Policy'], [2894, 3029, 'Politics'], [3030, 3067, 'Other'], [3068, 3478, 'Policy'], [3479, 3815, 'Policy'], [3818, 3900, 'Politics'], [3901, 4054, 'Policy'], [4055, 4161, 'Politics'], [4162, 4309, 'Policy'], [4310, 4350, 'Politics'], [4351, 4417, 'Politics'], [4418, 4490, 'Politics'], [4491, 4613, 'Politics'], [4614, 4675, 'Politics'], [4676, 4701, 'Other']]", Le Monde   ,Rémy ROURE.,  samedi 15 janvier 1949 582 mots ,BONS CONSEILS,1949,582,remy roure,40
7155,"Content protected by copyright, removed from the public repo","[[0, 238, 'Politics'], [239, 345, 'Politics'], [346, 430, 'Politics'], [431, 517, 'Other'], [518, 556, 'Politics'], [557, 800, 'Politics'], [803, 900, 'Politics'], [901, 979, 'Politics'], [980, 1096, 'Politics'], [1098, 1163, 'Politics'], [1164, 1280, 'Politics'], [1281, 1385, 'Politics'], [1386, 1526, 'Politics'], [1527, 1616, 'Politics'], [1617, 1688, 'Politics'], [1689, 1802, 'Politics'], [1803, 1897, 'Politics'], [1898, 1975, 'Politics'], [1976, 2026, 'Politics'], [2027, 2185, 'Politics'], [2188, 2312, 'Politics'], [2313, 2626, 'Policy'], [2627, 2794, 'Politics'], [2795, 2880, 'Politics'], [2883, 3042, 'Politics'], [3043, 3285, 'Policy'], [3286, 3416, 'Politics'], [3417, 3643, 'Policy'], [3644, 3754, 'Politics'], [3755, 3907, 'Policy'], [3908, 4072, 'Policy'], [4075, 4236, 'Politics'], [4237, 4303, 'Policy'], [4304, 4645, 'Politics'], [4648, 4723, 'Politics'], [4724, 4816, 'Politics'], [4817, 4835, 'Other'], [4836, 4987, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mercredi 3 octobre 1945 572 mots ,APRÈS LES ÉLECTIONS,1945,572,remy roure,40
7193,"Content protected by copyright, removed from the public repo","[[0, 245, 'Policy'], [246, 310, 'Other'], [313, 519, 'Politics'], [520, 579, 'Policy'], [580, 680, 'Policy'], [681, 909, 'Policy'], [910, 1044, 'Policy'], [1045, 1212, 'Policy'], [1213, 1293, 'Politics'], [1294, 1318, 'Policy'], [1319, 1356, 'Policy'], [1357, 1451, 'Politics'], [1452, 1710, 'Policy'], [1711, 2099, 'Policy'], [2100, 2226, 'Policy'], [2227, 2540, 'Policy'], [2542, 2707, 'Policy'], [2708, 2789, 'Other'], [2790, 2849, 'Other'], [2850, 3161, 'Policy'], [3162, 3410, 'Politics'], [3413, 3582, 'Politics'], [3585, 3715, 'Policy'], [3716, 3829, 'Politics'], [3830, 3884, 'Politics'], [3885, 4274, 'Policy'], [4277, 4594, 'Policy'], [4597, 4790, 'Policy'], [4791, 4956, 'Politics']]", Le Monde   ,RÉMY ROURE.,  vendredi 26 avril 1946 578 mots ,DEUX CONCEPTIONS,1946,578,remy roure,40
7222,"Content protected by copyright, removed from the public repo","[[0, 104, 'Policy'], [105, 123, 'Other'], [124, 162, 'Other'], [163, 217, 'Other'], [220, 315, 'Policy'], [316, 391, 'Politics'], [392, 453, 'Other'], [454, 772, 'Policy'], [773, 825, 'Other'], [826, 889, 'Other'], [890, 948, 'Policy'], [949, 1043, 'Politics'], [1045, 1165, 'Politics'], [1166, 1209, 'Politics'], [1210, 1350, 'Policy'], [1351, 1477, 'Policy'], [1478, 1548, 'Politics'], [1549, 1725, 'Policy'], [1728, 1833, 'Politics']]", Le Monde   ,RÉMY ROURE.,  vendredi 26 septembre 1947 217 mots ,""" Les communistes savent """,1947,217,remy roure,40
7241,"Content protected by copyright, removed from the public repo","[[0, 250, 'Policy'], [251, 421, 'Politics'], [422, 600, 'Policy'], [601, 777, 'Policy'], [778, 924, 'Policy'], [925, 1200, 'Policy'], [1201, 1408, 'Policy'], [1409, 1587, 'Policy'], [1589, 1731, 'Politics'], [1732, 1830, 'Other'], [1831, 1865, 'Other'], [1866, 1896, 'Other'], [1899, 2030, 'Politics'], [2031, 2200, 'Politics'], [2201, 2369, 'Politics'], [2370, 2649, 'Policy'], [2650, 2758, 'Politics'], [2761, 2840, 'Politics'], [2841, 3034, 'Politics'], [3035, 3296, 'Other'], [3299, 3376, 'Politics'], [3377, 3483, 'Policy'], [3484, 3722, 'Policy'], [3723, 3800, 'Policy'], [3801, 3891, 'Other'], [3892, 3980, 'Politics'], [3981, 4044, 'Other']]", Le Monde   ,Rémy ROURE.,  samedi 26 avril 1947 505 mots ,SUR UNE CONFÉRENCE DE PRESSE,1947,505,remy roure,40
7268,"Content protected by copyright, removed from the public repo","[[0, 83, 'Policy'], [84, 251, 'Policy'], [252, 392, 'Politics'], [393, 672, 'Politics'], [673, 732, 'Politics'], [733, 1023, 'Policy'], [1025, 1271, 'Policy'], [1272, 1363, 'Politics'], [1364, 1437, 'Politics'], [1438, 1469, 'Other'], [1470, 1634, 'Policy'], [1635, 1674, 'Politics'], [1677, 1786, 'Policy'], [1787, 1894, 'Policy'], [1895, 1993, 'Policy'], [1994, 2058, 'Politics'], [2059, 2166, 'Policy'], [2169, 2253, 'Policy'], [2254, 2479, 'Policy'], [2480, 2654, 'Policy'], [2655, 2759, 'Policy'], [2760, 2958, 'Politics'], [2961, 3036, 'Policy'], [3037, 3123, 'Policy'], [3124, 3200, 'Policy'], [3201, 3242, 'Politics'], [3243, 3396, 'Politics'], [3397, 3459, 'Policy'], [3460, 3516, 'Policy'], [3517, 3548, 'Policy']]", Le Monde   ,Rémy ROURE.,  lundi 26 avril 1948 406 mots ,LE DERNIER MOT,1948,406,remy roure,40
7298,"Content protected by copyright, removed from the public repo","[[0, 206, 'Policy'], [207, 389, 'Policy'], [390, 681, 'Politics'], [682, 713, 'Other'], [714, 824, 'Policy'], [825, 930, 'Politics'], [931, 1006, 'Policy'], [1007, 1110, 'Politics'], [1112, 1196, 'Policy'], [1197, 1455, 'Policy'], [1458, 1805, 'Policy'], [1806, 1831, 'Policy'], [1832, 2015, 'Policy'], [2016, 2093, 'Policy'], [2096, 2195, 'Politics'], [2196, 2291, 'Policy'], [2292, 2347, 'Policy'], [2350, 2554, 'Policy'], [2555, 2725, 'Policy'], [2726, 2813, 'Policy'], [2816, 2935, 'Policy'], [2936, 3065, 'Policy'], [3066, 3177, 'Policy'], [3178, 3255, 'Other'], [3256, 3419, 'Policy'], [3420, 3586, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mercredi 18 juin 1947 443 mots ,Une leçon de choses,1947,443,remy roure,40
