id,text,meta,annotation_approver,labels
77226,"En marche était un parti-entreprise , Macron tente d ' importer cette organisation à l ' Elysée , poursuit ce poids lourd de l ' ex majorité. Le problème , c ' est que ça fonctionne à la réussite. S ' il n ' y a plus de réussite , ça peut craquer de toutes parts et vite . Un sondage Elabe pour Les Echos et Radio Classique indique qu ' Emmanuel Macron ne bénéficie d ' aucun état de grâce , avec 45 % de bonnes opinions , quelques jours après son arrivée à l ' Elysée .",{},,"[[98, 140, 'off']]"
77227,"François Hollande continue de penser que le positionnement très libéral de François Fillon peut lui ouvrir une brèche à gauche dans cinq mois. Sauf que le chef de l ' Etat doit auparavant passer par l ' étape de la primaire , plus que périlleuse. L ' angoisse qu ' il a , c ' est celle d ' une primaire dénaturée , avec une collusion des électorats d ' extrême gauche et de droite qui viendraient voter pour le sortir , confie un de ses amis. Au point que certains de ses proches lui conseillent de contourner le scrutin de janvier pour se présenter directement devant les Français .",{},,"[[420, 441, 'off'], [456, 495, 'off']]"
77228,"M. Hollande n ' aura d ' autre choix que d ' user de realpolitik. Vendredi , le nouveau président ukrainien , Petro Porochenko , sera certes présent. Mais il n ' a jamais été question de boycotter un président russe qui , dès juin 2012 , entretenait François Hollande du déroulement de la cérémonie. Ne pas inviter Poutine à cette commémoration , c ' était insulter le peuple russe .",{},,[]
77229,"La confrontation avec la CGT est violente , gauche et socialistes sont plus divisés que jamais , et les sondages sont chaque semaine un peu plus rédhibitoires. François est d ' une lucidité totale , mais en même temps ce n ' est pas quelqu ' un qui renonce , ajoute Stéphane Le Foll , ministre de l ' agriculture et proche du ­président . Il est comme tout le monde , mais il a une force de caractère qui lui permettra de surmonter les difficultés. Une gauche de responsabilité De fait , M. Hollande espère encore .",{},,[]
77230,"Spiegel Je n ' ai rien demandé à l ' Allemagne Il n ' y a pas de pacte , on ne cherche pas un pacte L ' opinion allemande , elle , reste dubitative. A tort ou à raison , la majorité des Allemands n ' a pas l ' impression que le pays connaît de réelles difficultés économiques. constate un conseiller de Sigmar Gabriel. Celui-ci , par ailleurs président du Parti social-démocrate , ne fait rien pour les persuader du contraire. Lundi , l ' interview qu ' il a donnée à était on ne peut plus claire .",{},,"[[277, 317, 'off']]"
77231,"Même si l ' audience a été plutôt faible pour le programme -1,7million de téléspectateurs- , sa prestation a été remarquée. Il a été bon , concède-t-on du bout des lèvres dans l ' entourage de ses concurrents. Depuis , les médias de masse commencent à s ' intéresser au personnage - il est l ' invité du 20heures de TF1 jeudi soir - et les militants affluent , selon son équipe. La fréquentation de notre site Internet a été multipliée par six depuis l ' émission , et beaucoup de gens nous rejoignent pour faire campagne sur le terrain , affirme son porte-parole , Régis Juanico .",{},,"[[139, 208, 'off']]"
77232,"Egalement partisane de M. Macron , Thérèse Gaillard , retraitée de 60 ans , avait voté Valls au premier tour. Elle a choisi cette fois de mettre un bulletin Hamon dans l ' urne. Afin , explique-t-elle , de contribuer à libérer pour son champion un espace net au centre de l ' échiquier politique. Egalement retraités , Monique et Jean , respectivement 74 et 69 ans , se sont eux aussi déplacés alors qu ' ils étaient restés chez eux le 22janvier .",{},,[]
77233,"J ' ai trouvé Le Maire un niveau au-dessus , commente un participant. Il était détendu et , bien qu ' il ait un parcours éloigné du monde de l ' entreprise , il a su se montrer proche des gens présents. Dernier à intervenir , M. Juppé joue la carte de l ' humilité et de la bonhomie , reconnaît avoir fait des conneries , fait acte de contrition sur l ' ISF. Le ton séduit et il semble jouir d ' une certaine aura auprès de l ' assistance .",{},,"[[45, 69, 'off']]"
77234,"Certaines catégories de la population et certains territoires se sont emparés de cette primaire , d ' autres l ' ont délaissée. Les longues files d ' attente ont été en majorité constituées d ' urbains , de catégories socioprofessionnelles supérieures ( CSP + ) et de retraités. Les milieux populaires s ' en sont par contre désintéressés. Cette segmentation commence à inquiéter les états-majors .",{},,[]
77235,"Vos détracteurs vous reprochent une certaine brutalité. Vous assumez ? Ce n ' est pas du tout mon style. Que je gêne un certain nombre de frondeurs , peut-être .",{},,[]
77236,"Les Verts et les radicaux de gauche peuvent aussi nous rejoindre. Si nous voulons peser sur les événements , il n ' y aura pas d ' autre choix que de s ' unir. La primaire de janvier2017 peut nous permettre ce tremplin. Certains laissent planer le doute sur une candidature de François Hollande sans passer par la primaire. . .",{},,"[[220, 254, 'off']]"
77237,"Il y a un an , avant les dernières élections départementales , l ' assemblée comptait 4 femmes sur 41 élus. Aujourd ' hui , après l ' instauration du nouveau mode de scrutin reposant sur l ' élection d ' un binôme mixte dans chaque canton , elle est devenue strictement paritaire. Lors de l ' examen au Parlement du projet de loi sur l ' élection des conseillers départementaux , les railleries n ' avaient pas manqué à l ' encontre de cette innovation qualifiée , au choix , de baroque ou pittoresque , de couple infernal dont d ' aucuns prédisaient qu ' il s ' achèverait dans la zizanie . . . Trois mois avant les élections , je ne vous aurais pas caché mes inquiétudes , admet Alain Lambert , le président ( divers droite ) du département , et je dois dire que cela n ' a posé aucun problème .",{},,[]
77238,"Grand écart entre ailes gauche et droite du PS , scission chez les écologistes , tensions au Front de gauche. . . La gauche a rarement semblé aussi éclatée qu ' en cette rentrée politique. Pourquoi ? Que la gauche se déchire , c ' est fréquent .",{},,[]
77239,"Enfin , il y a un problème de relation entre le président du groupe et les députés qui n ' ont pas été informés. Pourquoi Christian Jacob n ' a-t-il pas alerté ses collègues ? J ' ai pris mes responsabilités de président de groupe , rétorque-t-il. Cet argument est loin de convaincre les députés , qui estiment être en droit de connaître les raisons et les conditions de ce prêt .",{},,[]
77240,"Au sein de ma famille politique , il y a une divergence d ' approche assez profonde entre ceux qui considèrent que la religion musulmane est par essence incompatible avec la République et ceux qui , comme moi , considèrent qu ' il ne faut pas faire d ' amalgame. Un musulman n ' est pas un terroriste. Je l ' ai dit , la majorité d ' entre eux est prête à respecter les règles de la République. De manière générale , il y a ceux qui ressassent le passé et ceux qui regardent l ' avenir .",{},,[]
77241,"L ' énarque va multiplier les déplacements. Il va dire avec honnêteté quelle est la situation de la France , c ' est une étape indispensable avant de proposer un autre chemin , explique son entourage. Ensuite , ce sera le temps des propositions. L ' ex-ministre peaufine un livre qui devrait paraître à l ' automne .",{},,"[[177, 199, 'off']]"
77242,"C ' est une sacrée militante , cette Anne ! , glisse-t-elle , rigolarde. Ce compte officieux , au ton plus libre que l ' officiel , lui permet de passer certains messages en interne. Vive le Général ! De telles passes d ' armes en ­ligne ne datent pas de ces dernières semaines entre militants et cadres du parti d ' extrême droite .",{},,[]
77243,"Pari réussi. En un peu moins de 400 pages , Beaumont décrit , avec force anecdotes et une précision factuelle et historique impressionnante , une saga familiale et politique dont le point d ' attache reste cette bâtisse de 430 mètres carrés , qui , chaque jour , ressemble un peu plus à une ruine. Tout , vous saurez tout sur Montretout. L ' univers impitoyable de ce Dallas-sur-Seine , ses secrets , son histoire , son rôle politique .",{},,[]
77244,"Les solutions ne sont pas en tout ou rien. Elles sont à rechercher dans les convergences de ce qui est le meilleur chez les uns et chez les autres. Au début , on part souvent sur des sujets avec des confrontations et des tensions. Et la responsabilité d ' un gouvernement et d ' un dirigeant , c ' est de faire en sorte que les gens s ' écoutent , se parlent et ensuite prennent la bonne décision , et l ' imposent pour aller de l ' avant .",{},,[]
77245,"Ménager l ' électorat pioché à droite et à gauche Pour justifier cette méthode un peu curieuse , M. Macron explique en privé qu ' il veut présider et non pas gouverner sur tous les sujets . Emmanuel n ' a pas une conception verticale du pouvoir , comme pouvait l ' avoir le général de Gaulle. Il veut responsabiliser les gens , explique un membre de son proche entourage. Une démarche à rebours de celle des autres candidats. . . mais aussi de la pratique de la VeRépublique , qui veut que le chef de l ' Etat soit responsable de tout .",{},,"[[328, 370, 'off']]"
77246,"Il se proclamait normal en 2012. Il l ' a confirmé par cette décision inédite. Au passage , le chef de l ' Etat aura pu apprécier la magnifique cohorte des hypocrites venus saluer son courage et sa dignité , quand la plupart d ' entre eux souhaitaient ardemment qu ' il débarrassât le plancher. Peu reluisant spectacle !",{},,[]
77247,"Un momentum d ' autant plus surprenant que même les plus proches de ses amis s ' interrogent toujours sur ce que le chef de l ' Etat a en tête. Sur le plan politique , d ' abord. Jamais , sans doute , M. Hollande n ' a été aussi explicite. Jamais il n ' a aussi clairement assumé ses convictions profondes .",{},,[]
77248,"Face au FN , M. Valls se retrouve dans une position délicate. Condamné à la cibler , il prend le risque de devoir rendre des comptes après le 13 décembre en cas de victoire( s ) de l ' extrême droite. L ' aile gauche du PS ainsi qu ' une partie des proches de Martine Aubry ne manqueraient pas alors de pointer son échec et de demander son remplacement à Matignon à la faveur d ' un large remaniement. Cette hypothèse est pour l ' instant balayée par l ' Elysée et Matignon , qui assurent que les deux têtes de l ' exécutif font toujours cause commune .",{},,[]
77249,"Pour servir le collectif ou pour servir ses ambitions ? , interroge un député LRM. Si Castaner accepte , ce sera par loyauté pour Macron. Il est très heureux au gouvernement , il jubile d ' aller tous les jours dans les médias , d ' être dans la lumière , tempère un autre macroniste. Si l ' un ou l ' autre est choisi par le président , il pourrait être contraint de sortir du gouvernement , même si certaines exceptions ont existé par le passé , comme quand Nicolas Sarkozy avait cumulé le ministère de l ' intérieur et la tête de l ' UMP en 2005 .",{},,"[[256, 283, 'off']]"
77250,"Mais , défend-il , une politique de réformes ne peut pas être de casser tous les stabilisateurs et de réformer de manière brutale . Je pense que les amortisseurs de crise sont aussi des amortisseurs de reprise , déplore M. Woerth. Il faut bien , à un moment donné , les réformer. On court moins vite que les autres , on continue à perdre sur tous les terrains .",{},,[]
77251,"Laisser le général de Villiers en place , c ' était prendre le risque d ' être ­considéré comme un Hollande bis , un président qui ne tient pas ses promesses. En mettant en avant les contradictions du chef de l ' Etat , qui s ' était engagé durant sa campagne à accroître le budget de la défense mais lui impose un coup de rabot à peine élu , le militaire a appuyé là où ça fait mal. S ' il était resté , on aurait laissé croire qu ' il avait raison et accrédité l ' idée que Macron est comme les autres , que lui non plus ne tient pas ses engagements , c ' était explosif , estime un parlementaire macroniste. L ' opposition ne s ' y est pas trompée et a pilonné le chef de l ' Etat à l ' annonce du départ de son chef d ' état-major .",{},,"[[575, 609, 'off']]"
77252,"Le long de la route , sous un carbet , plusieurs centaines de boîtes aux lettres servent d ' adresses aux habitants des bidonvilles alentour , qui peuvent ainsi recevoir des aides. M. Macron se mêle aux jeunes , casquettes vissées sur leurs dreadlocks , tee-shirt noirs et chaînes en or , à la mode gangsta. La plupart le dépassent de plusieurs têtes. Tous semblent sidérés de le voir débarquer ainsi , en bras de chemise immaculée .",{},,[]
77253,"Pour certains frondeurs , ceux-ci devraient être suffisants pour justifier l ' abstention. La quarantaine de députés socialistes qui n ' avaient pas voté la loi de finances n ' auront donc pas , cette fois , une position commune , et vont se répartir entre le contre et l ' abstention. Difficile , toutefois , de situer le curseur entre ces deux positions. D ' autant que s ' ajoute un autre point de tension , entre la maire de Paris , Anne Hidalgo , et le ministre de l ' économie , sur la délimitation des futures zones touristiques internationales où les commerces pourront ouvrir sept jours sur sept jusqu ' à minuit .",{},,[]
77254,"Pas de majorité de circonstance à négocier au cas par cas , comme l ' avait craint un temps l ' entourage du président de la République , ni de comptes à rendre à l ' imprévisible François Bayrou. En s ' adjugeant 42 députés , le MoDem réalise un score inédit pour le parti centriste qui lui permettra de former un groupe indépendant mais pas de peser de manière déterminante sur la ligne que fixera le chef de l ' Etat. Comme au premier tour , Emmanuel ­Macron a suivi la soirée électorale depuis l ' Elysée , entouré de plusieurs ministres , amis et proches collaborateurs. Le chef de l ' Etat a mis en garde ses troupes , les appelant à l ' humilité .",{},,"[[60, 135, 'off']]"
77255,"Il faut trouver des formats conjuguant solennité et proximité , le curseur pouvant plus ou moins être tourné d ' un côté ou de l ' autre. Force est cependant de constater que le curseur , ces jours-ci , penche résolument vers un créneau particulier : jeune , parisien , branché , voire bobo . La jeunesse reste le fil rouge de ce quinquennat. Il est normal de chercher à se rapprocher de ce public , justifie un conseiller du chef de l ' Etat .",{},,"[[400, 442, 'off']]"
77256,"Le chef de l ' Etat , qui s ' est occupé ces derniers jours de placer son fidèle Christophe Castaner à la tête de son parti La République en marche ( LRM ) , ne se soucierait pas de l ' avenir de ses potentiels alliés au sein de la droite. Il respecte les Constructifs , mais il n ' en parle jamais , c ' est un non-sujet pour lui , assure un de ses proches. Les histoires de LR concernent LR , pas le président , évacue-t-on à l ' Elysée. Il n ' empêche , la poursuite des divisions à droite n ' est pas pour déplaire au Château .",{},,"[[333, 357, 'off'], [414, 438, 'off']]"
77257,"Autrement dit , les prochains mois devraient continuer d ' être marqués par des variations de faible amplitude , tant que la croissance n ' aura pas repris un rythme plus soutenu. Ce que les économistes décrivent comme une phase de stagnation du chômage . M. Valls a laissé entendre à plusieurs reprises qu ' il n ' envisageait pas de baisse du chômage tant que la croissance n ' aurait pas retrouvé un rythme autour de 1,5 % . Pas de plan B Cet objectif est-il atteignable ?",{},,[]
77258,"Sauf qu ' au même moment le bureau politique se perd en circonvolutions juridiques sur le sort des autres Constructifs. Laurent Wauquiez , vice-président de LR et candidat à la présidence , reprend alors la main pour proposer de donner un sursis à tous. On s ' orientait vers une double décision qui n ' aurait pas été très lisible. Autant donner le même temps à tous , explique un de ses proches .",{},,"[[370, 396, 'off']]"
77259,"C ' est la campagne qui fait l ' élection , et elle ne commencera qu ' au début de l ' année prochaine , quand tous les acteurs seront en scène. Certes. Mais cette sagacité de façade ne résiste guère à l ' analyse. Ou relève de la foi du charbonnier pour ceux qui s ' y raccrochent , à gauche notamment .",{},,[]
77260,"Ainsi les dernières journées parlementaires de LR avaient-elles pour thème central les territoires oubliés : un retour aux racines qui ne devait rien au hasard. L ' embrasement de la fin de l ' été pouvait être mis sur le compte de la proximité des élections sénatoriales. Le président sortant du Sénat , Gérard Larcher ( LR ) , et M. Baroin avaient habilement soufflé sur les braises , non sans une certaine mauvaise foi , et attisé la révolte des élus locaux. Trouvant même un relais opportun chez des responsables de gauche pas mécontents de se dresser en travers de la route de M. Macron .",{},,[]
77261,"Est-ce efficace de courir de cette façon après le FN ? Cet été , j ' ai été gêné et malheureux de voir Marine Le Pen défendre l ' Etat de droit et se permettre de tancer certains responsables de mon parti sur ce sujet. Cela en dit long sur la manière dont certains courent après le FN pour gagner les élections. Je ne découvre pas le débat sur l ' identité française .",{},,[]
77262,"Pour un poids lourd de la majorité , les députés de base qu ' on entend peu ne sont pas pour autant des béni-oui-oui. Ils voient bien le désenchantement sur le terrain . Certains s ' inquiètent d ' une forme de retour du ras-le-bol fiscal qui avait fait tant de mal au gouvernement à l ' automne 2014 : On reçoit plein de lettres sur le thème : on s ' en souviendra , et on ne risque pas de voter pour vous la prochaine fois. . . , témoigne l ' un d ' eux. Alors , ceux qui jusqu ' ici ne faisaient pas de vagues semblent vouloir se faire entendre .",{},,"[[0, 34, 'off'], [170, 193, 'off'], [432, 456, 'off']]"
77263,"Cela paraît une lapalissade : l ' élection présidentielle se joue durant la campagne présidentielle. Plus exactement , souligne le politologue Olivier Duhamel , elle se noue à un moment décisif où se cristallise le rapport de force entre les principaux candidats. Et il précise ainsi cette alchimie : durant la précampagne , jusqu ' à deux mois du premier tour , les sondés répondent aux questions des sondeurs , mais il ne s ' agit que d ' un préjugé de vote . En campagne , en revanche , les candidats présentent leur programme , s ' attaquent , s ' exposent , se différencient , s ' identifient et les électeurs - en tout cas une fraction décisive d ' entre eux - écoutent , regardent , discutent , soupèsent , tranchent .",{},,[]
77264,"Le sexisme y est présent comme partout ailleurs et il faut aussi changer les mentalités en interne. L ' idée , c ' est qu ' il faut être nous-mêmes exemplaires si on veut être crédibles vis-à-vis de ­potentielles victimes , considère M. Dague. L ' organisation patriarcale des syndicats commence à changer , note Mme Baldeck. Mais aller voir le syndicaliste quand c ' est presque toujours un homme et qu ' il n ' est pas toujours irréprochable dans son comportement reste un frein .",{},,[]
77265,"Les fuites dans la presse sont destinées à salir et à nuire. Tout cela est alimenté par la haine de certains , déplore un proche de l ' ancien numéro un. Personne n ' a à faire la leçon car tout le monde a abusé et s ' est fait plaisir sur les notes de frais , rétorque un copéiste , reconnaissant à demi-mots que des dépenses excessives ont toujours fait partie de la vie de l ' UMP. Le JDD cite d ' autres exemples pour illustrer les abus , qui auraient eu cours sous l ' ère Copé , comme les salaires de certains cadres du parti , proches de Nicolas Sarkozy .",{},,"[[111, 152, 'off'], [261, 281, 'off']]"
77266,"Cela n ' a pas de sens. Je m ' interroge toujours sur la question de savoir pourquoi il a fallu attendre un an pour discuter avec M. Poutine. J ' étais allé voir M. Poutine et M. Medvedev au bout de quatre jours pour régler le conflit en Géorgie. Quels que soient les désaccords que l ' on peut avoir avec lui , M. Poutine est quelqu ' un avec qui on doit et on peut négocier .",{},,[]
77267,"Cette polémique , que Karim Benzema a qualifiée de lamentable , illustre les soupçons qui pèsent sur le joueur : il n ' aimerait ni le maillot bleu ni la France. L ' attaquant , qui fêtera ses 28 ans le 19 décembre , cristallise ce qu ' une partie de la France n ' aime pas : riche , jeune , musulman et footballeur , estiment certains de ses proches. Pour Robert Valette , son formateur à l ' Olympique lyonnais entre 1997 et 2004 , le n ° 10 des Bleus vit une injustice . Il n ' a jamais posé aucun problème dans un groupe , il a toujours été respectueux .",{},,"[[318, 350, 'off']]"
77268,"D ' autres ministères , comme le logement ou les affaires sociales , enregistrent une légère hausse. Travail , sécurité , éducation Pour ce dernier budget du quinquennat , les exigences des ministères , reçus un par un à Bercy pendant la période dite des réunions budgétaires , étaient élevées. D ' habitude , entre les demandes de départ et les propositions de Bercy , on a un écart de l ' ordre de 9 milliards d ' euros , note M. Eckert. Cette année , il était de 18 milliards .",{},,[]
77269,"Ils sont poussés par l ' audace de la jeunesse , l ' énergie , ils ont un côté start-upeurs de la nation. Mais ils agacent aussi beaucoup , ils vous font la leçon , croient que tout leur est permis. Il faut de temps en temps leur faire comprendre qu ' ils ont encore des choses à apprendre , pointe un député LRM de poids. D ' autres mettent en garde les membres du commando sur leur propension à ne pas jouer collectif .",{},,"[[292, 321, 'off'], [323, 350, 'off']]"
77270,"Pendant plusieurs mois , les trois compères - un CDI , un intermittent et Sylvain , indépendant - multiplient les visites , jusqu ' à ce qu ' une agence leur lâche la vérité : leur dossier ne passera jamais , leurs situations professionnelles ne sont pas assez rassurantes. Même avec des revenus dépassant largement trois fois le loyer. Comment font les autres ? Ceux qui n ' ont pas de travail ? , s ' interroge Sylvain .",{},,[]
77271,"Las , l ' affaire avait tourné court. Mobiliser les musulmans français Selon son entourage , cette proximité familiale avec le Maghreb , une originalité parmi les candidats à la présidentielle , sera mise en avant durant la campagne. ­Objectif : s ' attirer le vote des banlieues. Nous nous adressons aux 65 % des musulmans français totalement sécularisés et qui sont maltraités par la droite , explique un proche .",{},,"[[71, 90, 'off'], [395, 413, 'off']]"
77272,"Mais beaucoup d ' élus autour du nouveau président de la République auraient aimé l ' achever. On a de la mémoire , on se souvient de l ' époque où il parlait de Macron comme du microbe et qu ' il voulait le tuer. Maintenant , c ' est à notre tour , reconnaît un parlementaire. D ' autres , comme M. Bayrou , ont prêché pour le pardon des offenses .",{},,"[[250, 276, 'off']]"
77273,"Concrètement , un tiers de la moitié des électeurs nous font confiance , ce n ' est pas suffisant , concède plus crûment un élu macroniste. La première sensibilité de la vie politique aujourd ' hui , c ' est l ' abstentionnisme ( . . . ) , il faudra le prendre en compte , ajoute Laurent Saint-Martin , candidat LRM dans la 3e circonscription du Val-de-Marne. Dans l ' entourage de M. Macron , certains s ' interrogent sur les effets d ' une opposition rendue introuvable à l ' Assemblée par les autres groupes parlementaires réduits à la portion congrue et qui ne pourront pas ­peser ou très peu dans les débats. Le risque , c ' est que l ' opposition n ' existe pas à l ' As­semblée et qu ' elle finisse par s ' exprimer dans la rue , s ' inquiétait , dès dimanche soir , un membre de LRM .",{},,"[[100, 138, 'off'], [360, 418, 'off'], [737, 790, 'off']]"
77274,"De l ' autre , des gens plus madrés , à l ' aise dans le combat politique. Pour l ' instant , autour de Macron , il y a beaucoup d ' instruits , mais peu de rusés. Ces inquiétudes font sourire à l ' Elysée où l ' on balaie à la fois l ' omniprésidence et la faiblesse du pack gouvernemental. Plusieurs ministres pèsent , comme Collomb , Le Drian , Hulot , Castaner , Blanquer , etc. , affirme un conseiller , qui compare même l ' équipe Philippe à la dream team du premier gouvernement Jospin en 1997 .",{},,"[[385, 406, 'off']]"
77275,"Quelques proches , comme Jean-Yves Le Drian ou Bruno Le Roux , par fidélité. Mais guère plus. Il n ' a pas généré un plébiscite , grince un membre du gouvernement. C ' est que le président , qui se garde bien d ' évoquer le sujet , y compris en privé , désarçonne même les plus fidèles .",{},,"[[130, 162, 'off']]"
77276,"C ' était jusque-là une intention qu ' on lui prêtait. C ' est désormais une ambition qu ' il assume , même s ' il se contente pour l ' instant de l ' exprimer sur le mode prudent de l ' antiphrase , en assurant qu ' être candidat à la présidentielle [ sa ] . Chacun aura compris que tout est dans ce , qui suggère qu ' il en sera sans doute tout autrement demain. Voilà pour le dévoilement .",{},,[]
77277,"Est-ce qu ' il y a derrière d ' autres Etats , une volonté de montrer la fraude fiscale dans certaines parties du monde et pas dans d ' autres ? Parce qu ' il n ' y a pas un Américain , c ' est suspect pour vous ? J ' ai constaté comme tout le monde qu ' il n ' y avait pas beaucoup d ' Américains , mais je ne suis pas un expert et je n ' ai pas d ' information particulière. On m ' a expliqué que les Américains ne fraudaient plus. Très bien .",{},,[]
77278,"Le PS est un repoussoir absolu. ( . . . ) Pas question de laisser croire d ' une quelconque façon qu ' il s ' agit d ' aller solliciter d ' improbables rassemblements avec la chose solférinienne qui condamne à la mort lente toute la gauche , a-t-il de nouveau expliqué jeudi sur son blog. De quoi pimenter un peu le repas prévu samedi par son allié communiste .",{},,[]
77279,"La présidence jupitérienne que M. Macron souhaite ressusciter , est censée s ' incarner dans une parole rare ou arythmique , avec un chef de l ' Etat en retrait des affaires courantes et au-dessus de la mêlée. Une présidence de l ' anecdote , de l ' événement et de la réaction , banalise la fonction et ne permet pas de se réconcilier avec le temps long et le discours du sens , explique le président. Certes , depuis le 7 mai , ce dernier n ' a accordé qu ' une seule interview ( sur l ' Europe , à plusieurs journaux européens ) . Mais il a multiplié les apparitions et certaines n ' étaient pas loin de l ' anecdote dénoncée par lui-même .",{},,[]
77280,"Au sommet de l ' Etat , on repousse cette grille de lecture droite-gauche. Macron ne cherche pas à envoyer des signaux à la droite ou à la gauche , mais à aller au-devant des Français , notamment ceux qui travaillent et qui sont menacés , pour expliquer l ' action menée , commente , à propos de la visite amiénoise , le député La République en marche des Hauts-de-Seine , Gabriel Attal. Mais certains , dans l ' entourage présidentiel , s ' inquiètent : Le barycentre du gouvernement donne l ' impression de pencher trop à droite , il faut faire attention ! , alerte un ministre de premier plan. Notre objectif , ce n ' est pas de rendre les riches encore plus riches [ et ] les pauvres encore plus pauvres .",{},,"[[393, 452, 'off'], [561, 595, 'off']]"
77281,"A chaque fois , on pense que nous sommes confrontés au pire , poursuit l ' un d ' eux. Mais la fois suivante , c ' est encore plus énorme. En matière de dégradation de sa situation , le président aurait-il encore de la marge ? L ' abattement gagne en tout cas son staff et son premier cercle , sonnés dès le premier round de cette rentrée politique et convaincus d ' être désormais aspirés dans un cycle infernal .",{},,"[[62, 85, 'off']]"
77297,"Bien sûr que non , il n ' a pas peur de ses voisins. Mais sur ces terres très catholiques , où chaque sommet est surmonté d ' une croix , il se sent un peu à l ' étroit. Les gens ne comprennent pas. Comme si on s ' était attaqués à leur liberté , alors que c ' est tout le contraire .",{},,[]
77282,"J ' ai peur que ça finisse mal et que certains mettent le feu. Il faut que l ' Etat agisse , vite. Début juin , la ministre des outre-mer , George Pau-Langevin , et le ministre de l ' intérieur , Bernard Cazeneuve , avaient présenté un plan sécurité à Mayotte destiné à endiguer la délinquance et l ' immigration clandestine. L ' afflux de Comoriens - dans cet archipel distant d ' à peine 70 kilomètres pour l ' île d ' Anjouan , la plus proche des côtes mahoraises - engendre une situation explosive .",{},,[]
77283,"Cette suspicion permanente est insupportable et je n ' ai pas envie d ' être mêlé à tous ceux-là , c ' est pour cela que j ' ai voulu porter plainte , pour connaître la vérité , explique l ' élu , qui plaide pour un audit externe des finances du groupe parlementaire. Quand à Nicolas Sarkozy , ses affaires et son retour , Philippe Houillon pense comme certains de ses collègues qu ' il ne doit pas laisser une hypothèque. Il faut que les choses soient claires pour avoir une organisation sereine de l ' UMP . Lucide , il aimerait que l ' on connaisse rapidement toute la vérité mais relève que le temps judiciaire est infiniment long .",{},,[]
77284,"Une opportunité que le Front de gauche , miné par ses divisions , ne réussirait pas à occuper selon eux. En 2014 , EELV veut tourner la page des 2,31 % des voix de la présidentielle et espère retrouver un souffle lors de la prochaine séquence électorale. Au moment où la gauche aborde les municipales en position difficile , les écologistes se montrent étonnement optimistes. Le même raisonnement est développé par les principaux dirigeants du parti qui répètent que les sondages les donnent entre 7 % et 10 % dans les grandes villes .",{},,[]
77285,"C ' est là que tout peut se jouer , j ' en ai bien conscience. Cela peut changer l ' orientation générale du vote du second tour , a expliqué le candidat à ses soutiens parisiens réunis à son QG , lundi , en réaffirmant sa volonté de mener le combat projet contre projet. Il n ' y aura pas de coup en dessous de la ceinture , mais il faut contraindre Fillon à s ' expliquer sur un certain nombre de ses propositions , explique Gilles Boyer , directeur de campagne de M. Juppé. Notre but est d ' éclairer les électeurs sur son projet .",{},,[]
77286,"Installer ses thèmes de prédilection au coeur du débat pour les imposer à ses concurrents. Il pense que son succès se fera sur le terrain des idées , souligne le fidèle Brice Hortefeux. Alors qu ' au coeur de l ' été , selon certains sondages , les Français désignaient la lutte contre le terrorisme et l ' islam radical comme une priorité après les attentats de Nice et de Saint-Etienne-du-Rouvray ( Seine-Maritime ) , l ' ex-président de la République a décidé d ' axer sa campagne sur les thèmes de la sécurité , de l ' identité , de l ' immigration ou de la laïcité pour coller à leurs attentes. Pour ses fidèles , il dispose d ' un avantage comparatif sur ce terrain .",{},,[]
77287,"Un facteur sociologique - catégories populaires , peu d ' études , jeunes et chômeurs - , mais aussi un facteur politique , selon les opinions ou les enjeux des scrutins. C ' est un milieu hétérogène. En résumé , tous les abstentionnistes ne sont pas proches du FN et chaque parti a ses propres abstentionnistes , qui , selon les enjeux , vont voter ou pas. Il y a très peu de gens qui s ' abstiennent tout le temps .",{},,[]
77288,"Il a , à l ' évidence , gardé en mémoire ses acrobaties les plus risquées et ses martingales les plus audacieuses. A commencer par celles qui lui permirent , contre toute attente et tout pronostic , de remporter l ' élection présidentielle de 1995. C ' est là que la mémoire devient un exercice aussi amusant qu ' instructif. Car l ' on découvre , à écouter le discours du Zénith , un décalque presque parfait de la rhétorique victorieuse employée par Chirac cette année-là .",{},,[]
77289,"Les choix de l ' exécutif ne manquent pas d ' interroger les socialistes sur la stratégie de François Hollande , à quinze mois de la présidentielle. Comment compte-t-il être réélu si , semaine après semaine , il se coupe chaque fois un peu plus de ses propres troupes ? , s ' inquiète un haut dirigeant du PS. Pour son entourage , le chef de l ' Etat est au contraire fidèle à sa logique : celle de faire le maximum pour combattre le chômage. D ' un côté , il prend au mot le Medef en facilitant les moyens d ' embaucher après avoir facilité la compétitivité des entreprises avec le pacte de responsabilité .",{},,"[[272, 308, 'off'], [310, 328, 'off']]"
77290,"Tout le paysage est pour le moment biaisé par le duel. Laissez-nous faire notre campagne , nous avons besoin de visibilité , tranche Jérôme Grand d ' Esnon , son directeur de campagne. Chez Fillon aussi , on reconnaît qu ' il est difficile de se faire entendre. Son problème n ' est pas d ' être crédible mais d ' être audible , admet un de ses proches .",{},,"[[185, 218, 'off'], [328, 352, 'off']]"
77291,"Aux 39 heures payées 39 ? Négocie-t-on par branche ? Par entreprise ? Le parti peut étudier les différents scénarios , leur coût , leurs conséquences , sans imposer une piste .",{},,[]
